Estación
                                : MALINOWSKY
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/10/02,06:00,20.3,0.0,99,333,0.0
2022/10/02,07:00,20.2,0.0,99,354,0.0
2022/10/02,08:00,20.8,0.0,99,343,0.0
2022/10/02,09:00,23.2,0.0,93,249,0.4
2022/10/02,10:00,27.5,0.0,76,212,0.5
2022/10/02,11:00,31.7,0.0,62,185,0.1
2022/10/02,12:00,33.4,0.0,56,192,0.6
2022/10/02,13:00,33.9,0.0,53,168,0.6
2022/10/02,14:00,35.4,0.0,50,153,0.3
2022/10/02,15:00,33.8,0.0,55,188,0.0
2022/10/02,16:00,32.2,0.0,64,241,0.2
2022/10/02,17:00,31.6,0.0,59,322,0.0
2022/10/02,18:00,29.6,0.0,68,73,0.0
2022/10/02,19:00,27.5,0.0,76,57,0.0
2022/10/02,20:00,25.5,0.0,85,57,0.0
2022/10/02,21:00,24.7,0.0,93,356,0.0
2022/10/02,22:00,24.2,0.0,96,34,0.0
2022/10/02,23:00,23.7,0.0,97,152,0.3
2022/10/03,00:00,23.6,0.0,98,317,0.0
2022/10/03,01:00,23.3,0.0,99,310,0.0
2022/10/03,02:00,23.1,0.0,99,330,0.0
2022/10/03,03:00,22.9,0.0,99,330,0.0
2022/10/03,04:00,22.8,0.0,99,50,0.0
2022/10/03,05:00,22.7,0.0,99,24,0.0
2022/10/03,06:00,22.5,0.0,99,35,0.0
2022/10/03,07:00,22.5,0.0,99,266,0.0
2022/10/03,08:00,23.3,0.0,98,175,0.0
2022/10/03,09:00,25.3,0.0,88,187,0.0
2022/10/03,10:00,28.6,0.0,75,231,0.5
2022/10/03,11:00,32.1,0.0,66,189,0.3
2022/10/03,12:00,33.4,0.0,62,196,0.1
2022/10/03,13:00,33.3,0.0,62,358,0.1
2022/10/03,14:00,34.3,0.0,59,230,0.5
2022/10/03,15:00,31.8,0.0,66,192,0.6
2022/10/03,16:00,31.7,0.0,66,201,0.6
2022/10/03,17:00,31.1,0.0,68,185,0.3
2022/10/03,18:00,29.7,0.0,78,182,0.0
2022/10/03,19:00,27.9,0.0,87,59,0.0
2022/10/03,20:00,26.5,0.0,93,1,0.0
2022/10/03,21:00,25.7,0.0,96,41,0.0
2022/10/03,22:00,25.2,0.0,98,351,0.0
2022/10/03,23:00,25.0,0.0,98,56,0.0
2022/10/04,00:00,24.7,0.0,99,231,0.0
2022/10/04,01:00,24.6,0.0,99,56,0.0
2022/10/04,02:00,24.2,0.0,99,22,0.0
2022/10/04,03:00,24.0,0.0,99,358,0.0
2022/10/04,04:00,23.8,0.0,99,39,0.4
2022/10/04,05:00,23.8,0.0,99,18,0.0
2022/10/04,06:00,23.9,0.0,99,8,0.1
2022/10/04,07:00,23.8,0.0,99,5,0.1
2022/10/04,08:00,24.4,0.0,97,45,0.3
2022/10/04,09:00,25.5,0.0,90,13,0.0
2022/10/04,10:00,27.8,0.0,81,210,0.2
2022/10/04,11:00,30.4,0.0,72,4,0.4
2022/10/04,12:00,31.9,0.0,66,68,0.1
2022/10/04,13:00,32.1,0.0,66,253,0.2
2022/10/04,14:00,32.6,0.0,62,19,0.3
2022/10/04,15:00,32.1,0.0,66,319,0.5
2022/10/04,16:00,31.8,0.0,66,40,0.4
2022/10/04,17:00,30.3,0.0,71,5,0.1
2022/10/04,18:00,29.0,0.0,79,14,0.1
2022/10/04,19:00,27.5,0.0,84,15,0.0
2022/10/04,20:00,25.9,0.0,90,63,0.0
2022/10/04,21:00,25.2,0.0,93,92,0.0
2022/10/04,22:00,24.7,0.0,96,59,0.0
2022/10/04,23:00,24.4,0.0,97,9,0.1
2022/10/05,00:00,24.0,0.0,98,343,0.0
2022/10/05,01:00,23.6,0.0,98,357,0.0
2022/10/05,02:00,23.3,0.0,99,48,0.0
2022/10/05,03:00,23.3,0.0,99,84,0.0
2022/10/05,04:00,23.2,0.0,99,62,0.0
2022/10/05,05:00,23.3,0.0,99,62,0.0
2022/10/05,06:00,23.3,0.0,99,24,0.0
2022/10/05,07:00,23.5,0.0,99,130,0.0
2022/10/05,08:00,24.5,0.0,96,230,0.0
2022/10/05,09:00,25.1,1.4,96,106,0.0
2022/10/05,10:00,26.0,0.0,95,188,0.4
2022/10/05,11:00,29.2,0.0,83,190,0.7
2022/10/05,12:00,31.1,0.0,77,186,0.7
2022/10/05,13:00,31.6,0.0,75,175,0.3
2022/10/05,14:00,28.5,6.8,86,310,0.1
2022/10/05,15:00,24.2,2.4,99,350,0.0
2022/10/05,16:00,23.8,0.0,100,26,0.0
2022/10/05,17:00,24.3,0.0,100,27,0.0
2022/10/05,18:00,25.1,0.0,100,358,0.0
2022/10/05,19:00,25.0,0.0,99,24,0.0
2022/10/05,20:00,24.5,0.0,100,71,0.1
2022/10/05,21:00,24.3,0.0,100,104,0.0
2022/10/05,22:00,24.2,0.0,100,64,0.0
2022/10/05,23:00,24.2,0.0,100,166,0.0
2022/10/06,00:00,24.2,0.0,100,360,0.3
2022/10/06,01:00,24.1,0.0,100,331,0.1
2022/10/06,02:00,23.9,0.0,100,45,0.0
2022/10/06,03:00,23.7,0.0,100,232,0.0
2022/10/06,04:00,23.5,0.0,99,1,0.0
2022/10/06,05:00,23.3,0.0,100,4,0.0
2022/10/06,06:00,23.1,0.2,99,50,0.1
2022/10/06,07:00,22.8,0.0,99,56,0.0
2022/10/06,08:00,23.1,0.2,99,352,0.0
2022/10/06,09:00,24.1,0.0,96,197,0.2
2022/10/06,10:00,27.2,0.0,86,328,0.2
2022/10/06,11:00,30.3,0.0,73,315,0.3
2022/10/06,12:00,31.4,0.0,71,79,1.2
2022/10/06,13:00,31.2,0.0,71,39,0.3
2022/10/06,14:00,32.0,0.0,70,319,0.3
2022/10/06,15:00,32.0,0.0,70,321,0.1
2022/10/06,16:00,30.9,0.0,78,62,0.1
2022/10/06,17:00,30.2,0.0,77,62,0.2
2022/10/06,18:00,29.5,0.0,79,33,0.0
2022/10/06,19:00,27.6,0.0,89,319,0.0
2022/10/06,20:00,26.0,0.0,93,6,0.0
2022/10/06,21:00,25.4,0.0,96,48,0.0
2022/10/06,22:00,24.9,0.0,97,54,0.2
2022/10/06,23:00,24.5,0.0,98,40,0.0
2022/10/07,00:00,24.2,0.0,99,352,0.0
2022/10/07,01:00,24.0,0.0,99,30,0.0
2022/10/07,02:00,23.7,0.0,99,354,0.0
2022/10/07,03:00,23.4,0.0,99,13,0.0
2022/10/07,04:00,23.1,0.0,99,35,0.0
2022/10/07,05:00,23.0,0.0,99,324,0.0
2022/10/07,06:00,22.9,0.0,100,338,0.0
2022/10/07,07:00,23.1,0.0,100,59,0.0
2022/10/07,08:00,24.0,0.0,98,271,0.0
2022/10/07,09:00,25.7,0.0,91,209,0.6
2022/10/07,10:00,28.2,0.0,82,197,0.4
2022/10/07,11:00,31.7,0.0,71,199,0.3
2022/10/07,12:00,33.5,0.0,63,194,0.6
2022/10/07,13:00,33.6,0.0,61,193,0.4
2022/10/07,14:00,34.7,0.0,57,156,0.1
2022/10/07,15:00,29.1,0.0,73,134,1.2
2022/10/07,16:00,25.3,0.0,86,154,1.2
2022/10/07,17:00,24.9,0.0,86,162,0.8
2022/10/07,18:00,24.4,0.0,87,182,0.4
2022/10/07,19:00,23.9,0.0,90,30,0.1
2022/10/07,20:00,23.0,0.0,94,29,0.2
2022/10/07,21:00,22.9,0.0,95,71,0.0
2022/10/07,22:00,22.7,0.0,95,72,0.4
2022/10/07,23:00,22.7,0.0,94,73,0.5
2022/10/08,00:00,22.4,0.0,95,22,0.0
2022/10/08,01:00,21.9,0.0,97,69,0.0
2022/10/08,02:00,21.5,0.0,99,17,0.0
2022/10/08,03:00,21.3,0.0,99,10,0.0
2022/10/08,04:00,21.1,0.0,99,2,0.0
2022/10/08,05:00,20.8,0.0,99,28,0.0
2022/10/08,06:00,20.6,0.0,99,334,0.0
2022/10/08,07:00,20.4,0.0,99,334,0.0
2022/10/08,08:00,21.6,0.0,98,358,0.0
2022/10/08,09:00,23.2,0.0,89,285,0.1
2022/10/08,10:00,24.8,0.0,81,107,0.2
2022/10/08,11:00,27.1,0.0,71,143,0.2
2022/10/08,12:00,29.6,0.0,62,51,0.8
2022/10/08,13:00,30.6,0.0,59,159,0.3
2022/10/08,14:00,31.9,0.0,56,8,0.6
2022/10/08,15:00,31.9,0.0,57,298,0.2
2022/10/08,16:00,30.9,0.0,62,309,0.1
2022/10/08,17:00,30.0,0.0,66,359,0.3
2022/10/08,18:00,28.5,0.0,75,23,0.0
2022/10/08,19:00,26.6,0.0,83,10,0.0
2022/10/08,20:00,25.0,0.0,90,8,0.0
2022/10/08,21:00,24.1,0.0,95,8,0.0
2022/10/08,22:00,23.7,0.0,97,5,0.0
2022/10/08,23:00,23.4,0.0,98,338,0.0
2022/10/09,00:00,23.4,0.0,98,338,0.0
2022/10/09,01:00,23.6,0.0,98,12,0.0
2022/10/09,02:00,23.5,0.0,98,20,0.0
2022/10/09,03:00,23.0,0.0,98,56,0.0
2022/10/09,04:00,22.8,0.0,99,333,0.0
2022/10/09,05:00,22.5,0.0,99,345,0.0
2022/10/09,06:00,22.5,0.0,99,355,0.0
2022/10/09,07:00,22.8,0.0,99,29,0.0
2022/10/09,08:00,23.8,0.0,97,99,0.0
2022/10/09,09:00,25.8,0.0,89,196,0.0
2022/10/09,10:00,29.4,0.0,76,234,0.0
2022/10/09,11:00,31.6,0.0,64,206,0.5
2022/10/09,12:00,32.1,0.0,65,98,0.0
2022/10/09,13:00,32.4,0.0,62,148,0.6
2022/10/09,14:00,34.8,0.0,50,103,0.4
2022/10/09,16:00,34.4,0.0,51,222,0.3
2022/10/09,17:00,32.7,0.0,55,54,0.2
2022/10/09,18:00,30.2,0.0,67,52,0.0
2022/10/09,19:00,27.9,0.0,78,340,0.0
2022/10/09,20:00,26.2,0.0,86,56,0.0
2022/10/09,21:00,25.2,0.0,91,54,0.0
2022/10/09,22:00,24.5,0.0,95,36,0.0
2022/10/09,23:00,24.5,0.0,95,2,0.0
2022/10/10,00:00,24.5,0.0,96,349,0.0
2022/10/10,01:00,24.2,0.0,97,54,0.1
2022/10/10,02:00,23.9,0.0,97,38,0.0
2022/10/10,03:00,23.4,0.0,98,279,0.0
2022/10/10,04:00,23.4,0.0,99,48,0.0
2022/10/10,05:00,23.3,0.0,98,177,0.0
2022/10/10,06:00,23.0,0.0,98,17,0.0
2022/10/10,07:00,22.9,0.0,98,48,0.0
2022/10/10,08:00,23.8,0.0,96,3,0.0
2022/10/10,09:00,25.6,0.0,88,189,0.2
2022/10/10,10:00,27.6,0.0,80,185,0.5
2022/10/10,11:00,29.0,0.0,74,159,0.3
2022/10/10,12:00,30.5,0.0,68,119,0.8
2022/10/10,13:00,31.4,0.0,61,116,0.3
2022/10/10,14:00,32.6,0.0,59,118,0.8
2022/10/10,15:00,32.8,0.0,56,172,0.5
2022/10/10,16:00,32.5,0.0,57,192,0.5
2022/10/10,17:00,30.1,0.0,67,180,0.2
2022/10/10,18:00,28.2,0.0,73,188,0.5
2022/10/10,19:00,27.1,0.0,75,101,0.1
2022/10/10,20:00,25.6,0.0,81,116,0.2
2022/10/10,21:00,24.4,0.0,87,146,0.1
2022/10/10,22:00,23.5,0.0,91,17,0.0
2022/10/10,23:00,23.3,0.0,92,29,0.0
2022/10/11,00:00,23.0,0.0,93,118,0.0
2022/10/11,01:00,23.1,0.0,88,182,0.0
2022/10/11,02:00,22.9,0.0,89,141,0.0
2022/10/11,03:00,22.5,0.0,89,130,0.0
2022/10/11,04:00,22.1,0.0,90,94,0.0
2022/10/11,05:00,22.1,0.0,90,61,0.0
2022/10/11,06:00,21.9,0.0,92,1,0.2
2022/10/11,07:00,21.9,2.6,96,117,0.5
2022/10/11,08:00,21.9,2.2,100,213,0.0
2022/10/11,09:00,22.1,0.6,100,123,0.0
2022/10/11,10:00,22.6,0.2,99,107,0.2
2022/10/11,11:00,23.4,0.2,96,159,0.0
2022/10/11,12:00,25.0,0.0,91,165,0.1
2022/10/11,13:00,27.1,0.0,82,127,0.2
2022/10/11,14:00,28.6,0.0,76,195,0.4
2022/10/11,15:00,28.2,0.0,75,178,0.3
2022/10/11,16:00,28.2,0.0,74,206,0.5
2022/10/11,17:00,27.0,0.0,77,215,0.1
2022/10/11,18:00,25.7,0.0,85,212,0.0
2022/10/11,19:00,24.4,0.0,92,189,0.0
2022/10/11,20:00,23.4,0.0,96,48,0.0
2022/10/11,21:00,22.9,0.0,97,37,0.1
2022/10/11,22:00,22.5,0.0,83,48,0.0
2022/10/11,23:00,22.3,0.0,22,43,0.0
2022/10/12,00:00,21.9,0.0,22,21,0.0
2022/10/12,01:00,21.7,0.0,22,252,0.0
2022/10/12,02:00,22.1,0.0,22,186,0.0
2022/10/12,03:00,22.2,0.0,22,112,0.0
2022/10/12,04:00,22.3,0.0,22,101,0.0
2022/10/12,05:00,22.1,0.0,22,350,0.1
2022/10/12,06:00,22.0,0.2,22,136,0.0
2022/10/12,07:00,21.9,0.8,22,250,0.0
2022/10/12,08:00,22.0,0.0,22,79,0.0
2022/10/12,09:00,22.3,0.0,89,167,0.1
2022/10/12,10:00,23.1,0.0,99,135,0.3
2022/10/12,11:00,23.0,0.4,99,156,0.1
2022/10/12,12:00,22.8,0.0,99,149,0.2
2022/10/12,13:00,21.9,1.0,99,209,0.0
2022/10/12,14:00,22.0,1.0,99,184,0.0
2022/10/12,15:00,22.1,0.0,99,177,0.0
2022/10/12,16:00,22.1,0.0,99,196,0.1
2022/10/12,17:00,22.3,0.0,99,193,0.4
2022/10/12,18:00,22.3,0.0,99,206,0.2
2022/10/12,19:00,22.0,0.0,99,171,0.0
2022/10/12,20:00,21.7,0.0,99,327,0.0
2022/10/12,21:00,21.4,0.0,99,58,0.0
2022/10/12,22:00,21.0,0.0,99,301,0.0
2022/10/12,23:00,20.6,0.0,99,31,0.0
2022/10/13,00:00,20.4,0.0,99,358,0.0
2022/10/13,01:00,20.6,0.0,99,331,0.0
2022/10/13,02:00,20.9,0.0,99,285,0.0
2022/10/13,03:00,21.0,0.0,99,173,0.1
2022/10/13,04:00,20.9,0.0,99,164,0.1
2022/10/13,05:00,20.5,0.0,99,39,0.0
2022/10/13,06:00,20.4,0.0,99,213,0.0
2022/10/13,07:00,20.4,0.0,99,232,0.0
2022/10/13,08:00,20.4,0.0,99,182,0.0
2022/10/13,09:00,20.8,0.0,99,148,0.0
2022/10/13,10:00,20.8,0.0,99,230,0.2
2022/10/13,11:00,21.0,0.0,99,211,0.2
2022/10/13,12:00,21.3,0.0,92,181,0.0
2022/10/13,13:00,21.7,0.0,86,160,0.0
2022/10/13,14:00,22.1,0.0,100,214,0.0
2022/10/13,15:00,22.6,0.0,100,160,0.0
2022/10/13,16:00,22.8,0.0,98,176,0.0
2022/10/13,17:00,23.0,0.0,97,191,0.0
2022/10/13,18:00,22.7,0.0,96,165,0.0
2022/10/13,19:00,22.4,0.0,98,13,0.0
2022/10/13,20:00,21.9,0.0,99,60,0.0
2022/10/13,21:00,21.5,0.0,100,37,0.0
2022/10/13,22:00,21.2,0.0,100,355,0.0
2022/10/13,23:00,21.1,0.0,100,13,0.0
2022/10/14,00:00,21.2,0.0,100,71,0.0
2022/10/14,01:00,21.3,0.0,100,124,0.0
2022/10/14,02:00,21.4,0.0,42,199,0.0
2022/10/14,03:00,21.5,0.0,21,184,0.1
2022/10/14,04:00,21.6,0.0,21,195,0.0
2022/10/14,05:00,21.6,0.0,21,30,0.0
2022/10/14,06:00,21.6,0.0,40,282,0.0
2022/10/14,07:00,21.7,2.2,100,313,0.0
2022/10/14,08:00,21.7,2.0,100,296,0.0
2022/10/14,09:00,21.9,1.8,100,304,0.0
2022/10/14,10:00,22.2,0.0,100,33,0.0
2022/10/14,11:00,22.5,0.0,100,186,0.0
2022/10/14,12:00,22.4,0.0,99,223,0.0
2022/10/14,13:00,22.6,0.0,99,193,0.0
2022/10/14,14:00,23.1,0.0,99,187,
